"","V1","speciesName","relation","taxonKey","GBIFspeciesName","author","taxonLevel","V8","taxonomy","GBIFtaxonomy","taxonomyTaxonlevel","V12","url"
"1353",NA,"Saaremaa hantavirus","NONE","","Saaremaa hantavirus","","",NA,"","","",NA,""
"1354",NA,"Sabo orthobunyavirus","NONE","","Sabo orthobunyavirus","","",NA,"","","",NA,""
"1355",NA,"Sacbrood virus","NONE","","Sacbrood virus","","",NA,"","","",NA,""
"1356",NA,"Sango orthobunyavirus","NONE","","Sango orthobunyavirus","","",NA,"","","",NA,""
"1357",NA,"Sarcocystis cruzi","NONE","","Sarcocystis cruzi","","",NA,"","","",NA,""
"1358",NA,"Sarcocystis hirsuta","NONE","","Sarcocystis hirsuta","","",NA,"","","",NA,""
"1359",NA,"Sarcocystis hominis","NONE","","Sarcocystis hominis","","",NA,"","","",NA,""
"1360",NA,"Sarcocystis sinensis","NONE","","Sarcocystis sinensis","","",NA,"","","",NA,""
"1361",NA,"Sarcophaga forma","NONE","","Sarcophaga forma","","",NA,"","","",NA,""
"1362",NA,"SARCOPTES NOTOEDRES CATI","NONE","","SARCOPTES NOTOEDRES CATI","","",NA,"","","",NA,""
"1363",NA,"Sathuperi orthobunyavirus","NONE","","Sathuperi orthobunyavirus","","",NA,"","","",NA,""
"1364",NA,"Saxifraga × arendsii","NONE","","Saxifraga × arendsii","","",NA,"","","",NA,""
"1365",NA,"Scaeva pyrastri?","NONE","","Scaeva pyrastri?","","",NA,"","","",NA,""
"1366",NA,"Schinus polygamus","NONE","","Schinus polygamus","","",NA,"","","",NA,""
"1367",NA,"Schmallenberg orthobunyavirus","NONE","","Schmallenberg orthobunyavirus","","",NA,"","","",NA,""
"1368",NA,"Sclerotium allii","NONE","","Sclerotium allii","","",NA,"","","",NA,""
"1369",NA,"Sclerotium echinatum","NONE","","Sclerotium echinatum","","",NA,"","","",NA,""
"1370",NA,"Scolecotrichum maculicola","NONE","","Scolecotrichum maculicola","","",NA,"","","",NA,""
"1371",NA,"Scolia nobilitata","NONE","","Scolia nobilitata","","",NA,"","","",NA,""
"1372",NA,"Scolicotrichum fraxini","NONE","","Scolicotrichum fraxini","","",NA,"","","",NA,""
"1373",NA,"Scolytus ratzeburgi","NONE","","Scolytus ratzeburgi","","",NA,"","","",NA,""
"1374",NA,"Seewis orhtohantavirus","NONE","","Seewis orhtohantavirus","","",NA,"","","",NA,""
"1375",NA,"Sejus rafalskii","NONE","","Sejus rafalskii","","",NA,"","","",NA,""
"1376",NA,"Semliki forest virus","NONE","","Semliki forest virus","","",NA,"","","",NA,""
"1377",NA,"Semliki Forest virus","NONE","","Semliki Forest virus","","",NA,"","","",NA,""
"1378",NA,"Senecavirus A","NONE","","Senecavirus A","","",NA,"","","",NA,""
"1379",NA,"Senecio wootoni","NONE","","Senecio wootoni","","",NA,"","","",NA,""
"1380",NA,"Sepik virus","NONE","","Sepik virus","","",NA,"","","",NA,""
"1381",NA,"Septoria ampelina","NONE","","Septoria ampelina","","",NA,"","","",NA,""
"1382",NA,"Septoria apatela","NONE","","Septoria apatela","","",NA,"","","",NA,""
"1383",NA,"Septoria cerasina","NONE","","Septoria cerasina","","",NA,"","","",NA,""
"1384",NA,"Septoria darrowii","NONE","","Septoria darrowii","","",NA,"","","",NA,""
"1385",NA,"Septoria epicotylea","NONE","","Septoria epicotylea","","",NA,"","","",NA,""
"1386",NA,"Septoria eriobotryae","NONE","","Septoria eriobotryae","","",NA,"","","",NA,""
"1387",NA,"Septoria euonymella","NONE","","Septoria euonymella","","",NA,"","","",NA,""
"1388",NA,"Septoria euonymina","NONE","","Septoria euonymina","","",NA,"","","",NA,""
"1389",NA,"Septoria heraclei-palmati","NONE","","Septoria heraclei-palmati","","",NA,"","","",NA,""
"1390",NA,"Septoria lantanae","NONE","","Septoria lantanae","","",NA,"","","",NA,""
"1391",NA,"Septoria maculans","NONE","","Septoria maculans","","",NA,"","","",NA,""
"1392",NA,"Septoria moricola","NONE","","Septoria moricola","","",NA,"","","",NA,""
"1393",NA,"Septoria pinicola","NONE","","Septoria pinicola","","",NA,"","","",NA,""
"1394",NA,"Septoria piri","NONE","","Septoria piri","","",NA,"","","",NA,""
"1395",NA,"Septoria piricola","NONE","","Septoria piricola","","",NA,"","","",NA,""
"1396",NA,"Septoria pseudacaciae","NONE","","Septoria pseudacaciae","","",NA,"","","",NA,""
"1397",NA,"Septoria pyrina","NONE","","Septoria pyrina","","",NA,"","","",NA,""
"1398",NA,"Septoria quercus","NONE","","Septoria quercus","","",NA,"","","",NA,""
"1399",NA,"Septoria ravenelii","NONE","","Septoria ravenelii","","",NA,"","","",NA,""
"1400",NA,"Septoria schirajewskii","NONE","","Septoria schirajewskii","","",NA,"","","",NA,""
"1401",NA,"Septoria signalensis","NONE","","Septoria signalensis","","",NA,"","","",NA,""
"1402",NA,"Septoria tecomae","NONE","","Septoria tecomae","","",NA,"","","",NA,""
"1403",NA,"Setaria lapiatopapillosa","NONE","","Setaria lapiatopapillosa","","",NA,"","","",NA,""
"1404",NA,"Setaria marshalli","NONE","","Setaria marshalli","","",NA,"","","",NA,""
"1405",NA,"Severe acute respiratory syndrome-related coronavirus","NONE","","Severe acute respiratory syndrome-related coronavirus","","",NA,"","","",NA,""
"1406",NA,"SFTS phlebovirus","NONE","","SFTS phlebovirus","","",NA,"","","",NA,""
"1407",NA,"Shallot yellow stripe virus","NONE","","Shallot yellow stripe virus","","",NA,"","","",NA,""
"1408",NA,"Shamonda orthobunyavirus","NONE","","Shamonda orthobunyavirus","","",NA,"","","",NA,""
"1409",NA,"Shamonda virus","NONE","","Shamonda virus","","",NA,"","","",NA,""
"1410",NA,"Shayang alphadrosrhavirus","NONE","","Shayang alphadrosrhavirus","","",NA,"","","",NA,""
"1411",NA,"Shayang fly virus 4","NONE","","Shayang fly virus 4","","",NA,"","","",NA,""
"1412",NA,"Shuni orthobunyavirus","NONE","","Shuni orthobunyavirus","","",NA,"","","",NA,""
"1413",NA,"Shuni virus","NONE","","Shuni virus","","",NA,"","","",NA,""
"1414",NA,"Sicinivirus A","NONE","","Sicinivirus A","","",NA,"","","",NA,""
"1415",NA,"Simbu orthobunyavirus","NONE","","Simbu orthobunyavirus","","",NA,"","","",NA,""
"1416",NA,"Simbu virus","NONE","","Simbu virus","","",NA,"","","",NA,""
"1417",NA,"Sindbis virus","NONE","","Sindbis virus","","",NA,"","","",NA,""
"1418",NA,"Sistotrema coronilla ex","NONE","","Sistotrema coronilla ex","","",NA,"","","",NA,""
"1419",NA,"Sisyrosea textula","NONE","","Sisyrosea textula","","",NA,"","","",NA,""
"1420",NA,"Slow bee paralysis virus","NONE","","Slow bee paralysis virus","","",NA,"","","",NA,""
"1421",NA,"Small ruminant morbillivirus","NONE","","Small ruminant morbillivirus","","",NA,"","","",NA,""
"1422",NA,"Snowshoe hare orthobunyavirus","NONE","","Snowshoe hare orthobunyavirus","","",NA,"","","",NA,""
"1423",NA,"Solanum tuberosum","NONE","","Solanum tuberosum","","",NA,"","","",NA,""
"1424",NA,"Solenia polyporoidea","NONE","","Solenia polyporoidea","","",NA,"","","",NA,""
"1425",NA,"Solitary bee sp.","NONE","","Solitary bee sp.","","",NA,"","","",NA,""
"1426",NA,"Soritia risa","NONE","","Soritia risa","","",NA,"","","",NA,""
"1427",NA,"Sparganum mansoni","NONE","","Sparganum mansoni","","",NA,"","","",NA,""
"1428",NA,"Spencermartinsia westrale","NONE","","Spencermartinsia westrale","","",NA,"","","",NA,""
"1429",NA,"Sphaceloma theae","NONE","","Sphaceloma theae","","",NA,"","","",NA,""
"1430",NA,"Sphaeria fici","NONE","","Sphaeria fici","","",NA,"","","",NA,""
"1431",NA,"Sphaeria gleditschiae","NONE","","Sphaeria gleditschiae","","",NA,"","","",NA,""
"1432",NA,"Sphaeria hederaefolia","NONE","","Sphaeria hederaefolia","","",NA,"","","",NA,""
"1433",NA,"Sphaeria pomorum","NONE","","Sphaeria pomorum","","",NA,"","","",NA,""
"1434",NA,"Sphaeria sphaerocephala","NONE","","Sphaeria sphaerocephala","","",NA,"","","",NA,""
"1435",NA,"Sphaerobasidium minutum ex","NONE","","Sphaerobasidium minutum ex","","",NA,"","","",NA,""
"1436",NA,"Sphaerophoria philanthus","NONE","","Sphaerophoria philanthus","","",NA,"","","",NA,""
"1437",NA,"Sphaerophoria rueppelli","NONE","","Sphaerophoria rueppelli","","",NA,"","","",NA,""
"1438",NA,"Sphaeropsis biformis","NONE","","Sphaeropsis biformis","","",NA,"","","",NA,""
"1439",NA,"Sphaeropsis rubicola","NONE","","Sphaeropsis rubicola","","",NA,"","","",NA,""
"1440",NA,"Sphaeropsis sepulta","NONE","","Sphaeropsis sepulta","","",NA,"","","",NA,""
"1441",NA,"Sphaeropsis triacanthi","NONE","","Sphaeropsis triacanthi","","",NA,"","","",NA,""
"1442",NA,"Spicularia icterus","NONE","","Spicularia icterus","","",NA,"","","",NA,""
"1443",NA,"Spiirochaeta theileri","NONE","","Spiirochaeta theileri","","",NA,"","","",NA,""
"1444",NA,"Spiraea nipponica?","NONE","","Spiraea nipponica?","","",NA,"","","",NA,""
"1445",NA,"Sporidesmium sicynum","NONE","","Sporidesmium sicynum","","",NA,"","","",NA,""
"1446",NA,"Sporocybe eumorphum","NONE","","Sporocybe eumorphum","","",NA,"","","",NA,""
"1447",NA,"Sporotrichum parasiticum","NONE","","Sporotrichum parasiticum","","",NA,"","","",NA,""
"1448",NA,"Squash leaf curl China virus","NONE","","Squash leaf curl China virus","","",NA,"","","",NA,""
"1449",NA,"Stachiella emeryi","NONE","","Stachiella emeryi","","",NA,"","","",NA,""
"1450",NA,"Stachybotrys dichroa","NONE","","Stachybotrys dichroa","","",NA,"","","",NA,""
"1451",NA,"Stegonsporium fautreyi","NONE","","Stegonsporium fautreyi","","",NA,"","","",NA,""
"1452",NA,"Stellaria aquaticum","NONE","","Stellaria aquaticum","","",NA,"","","",NA,""
"1453",NA,"Stenacis triradiata","NONE","","Stenacis triradiata","","",NA,"","","",NA,""
"1454",NA,"Stenalcidia pampinaria","NONE","","Stenalcidia pampinaria","","",NA,"","","",NA,""
"1455",NA,"Stenus (stenus) atrovirens","NONE","","Stenus (stenus) atrovirens","","",NA,"","","",NA,""
"1456",NA,"Sterigmatocystis castanea","NONE","","Sterigmatocystis castanea","","",NA,"","","",NA,""
"1457",NA,"Sternus vulgaris","NONE","","Sternus vulgaris","","",NA,"","","",NA,""
"1458",NA,"Stictis epruinosa","NONE","","Stictis epruinosa","","",NA,"","","",NA,""
"1459",NA,"Stictis lantanae","NONE","","Stictis lantanae","","",NA,"","","",NA,""
"1460",NA,"Stictis stigma","NONE","","Stictis stigma","","",NA,"","","",NA,""
"1461",NA,"Stigmatea ostruthii ex","NONE","","Stigmatea ostruthii ex","","",NA,"","","",NA,""
"1462",NA,"Stilbospora carpini","NONE","","Stilbospora carpini","","",NA,"","","",NA,""
"1463",NA,"Stilbospora viticola","NONE","","Stilbospora viticola","","",NA,"","","",NA,""
"1464",NA,"Stramenaspis kellogii","NONE","","Stramenaspis kellogii","","",NA,"","","",NA,""
"1465",NA,"Streblote distinguenda","NONE","","Streblote distinguenda","","",NA,"","","",NA,""
"1466",NA,"Strickeria nigrobrunnea","NONE","","Strickeria nigrobrunnea","","",NA,"","","",NA,""
"1467",NA,"Strongyloides sterocoralis","NONE","","Strongyloides sterocoralis","","",NA,"","","",NA,""
"1468",NA,"STRONGYLUS =OSTERTAGIA OSTERTAGI","NONE","","STRONGYLUS =OSTERTAGIA OSTERTAGI","","",NA,"","","",NA,""
"1469",NA,"Strongylus oncophorous","NONE","","Strongylus oncophorous","","",NA,"","","",NA,""
"1470",NA,"Strongylus papillosus","NONE","","Strongylus papillosus","","",NA,"","","",NA,""
"1471",NA,"Suid alphaherpesvirus 1","NONE","","Suid alphaherpesvirus 1","","",NA,"","","",NA,""
"1472",NA,"Suid herpesvirus 1","NONE","","Suid herpesvirus 1","","",NA,"","","",NA,""
"1473",NA,"Sunguru sunrhavirus","NONE","","Sunguru sunrhavirus","","",NA,"","","",NA,""
"1474",NA,"Supputius cincticeps","NONE","","Supputius cincticeps","","",NA,"","","",NA,""
"1475",NA,"Susana annulata","NONE","","Susana annulata","","",NA,"","","",NA,""
"1476",NA,"Taenia hyaenae","NONE","","Taenia hyaenae","","",NA,"","","",NA,""
"1477",NA,"Taraxacum agg.","NONE","","Taraxacum agg.","","",NA,"","","",NA,""
"1478",NA,"Taraxacum offcinale","NONE","","Taraxacum offcinale","","",NA,"","","",NA,""
"1479",NA,"Taraxacum sp.","NONE","","Taraxacum sp.","","",NA,"","","",NA,""
"1480",NA,"Tea plant line pattern virus","NONE","","Tea plant line pattern virus","","",NA,"","","",NA,""
"1481",NA,"Tea plant necrotic ring blotch virus","NONE","","Tea plant necrotic ring blotch virus","","",NA,"","","",NA,""
"1482",NA,"Tekliades ramanatek","NONE","","Tekliades ramanatek","","",NA,"","","",NA,""
"1483",NA,"Telegonus cellus","NONE","","Telegonus cellus","","",NA,"","","",NA,""
"1484",NA,"Telenomus dalmanni","NONE","","Telenomus dalmanni","","",NA,"","","",NA,""
"1485",NA,"Tembusu virus","NONE","","Tembusu virus","","",NA,"","","",NA,""
"1486",NA,"Tetrameres americana","NONE","","Tetrameres americana","","",NA,"","","",NA,""
"1487",NA,"Tetrameres confusa","NONE","","Tetrameres confusa","","",NA,"","","",NA,""
"1488",NA,"Tetrameres mohtedai","NONE","","Tetrameres mohtedai","","",NA,"","","",NA,""
"1489",NA,"Theileria annulata","NONE","","Theileria annulata","","",NA,"","","",NA,""
"1490",NA,"Theileria buffeli","NONE","","Theileria buffeli","","",NA,"","","",NA,""
"1491",NA,"Theileria cervi","NONE","","Theileria cervi","","",NA,"","","",NA,""
"1492",NA,"Theileria lestoquardi","NONE","","Theileria lestoquardi","","",NA,"","","",NA,""
"1493",NA,"Theileria mutans","NONE","","Theileria mutans","","",NA,"","","",NA,""
"1494",NA,"Theileria orientalis","NONE","","Theileria orientalis","","",NA,"","","",NA,""
"1495",NA,"Theileria ovis","NONE","","Theileria ovis","","",NA,"","","",NA,""
"1496",NA,"Theileria parva","NONE","","Theileria parva","","",NA,"","","",NA,""
"1497",NA,"Theileria sergenti","NONE","","Theileria sergenti","","",NA,"","","",NA,""
"1498",NA,"Theileria sinensis","NONE","","Theileria sinensis","","",NA,"","","",NA,""
"1499",NA,"Theileria taurotragi","NONE","","Theileria taurotragi","","",NA,"","","",NA,""
"1500",NA,"Theileria velifera","NONE","","Theileria velifera","","",NA,"","","",NA,""
"1501",NA,"THELAZIA (T.) GLUOSA","NONE","","THELAZIA (T.) GLUOSA","","",NA,"","","",NA,""
"1502",NA,"THELAZIA (T.) GULOSA","NONE","","THELAZIA (T.) GULOSA","","",NA,"","","",NA,""
"1503",NA,"Thelazia gluosa","NONE","","Thelazia gluosa","","",NA,"","","",NA,""
"1504",NA,"Thelazia rhodesi","NONE","","Thelazia rhodesi","","",NA,"","","",NA,""
"1505",NA,"Theretra latreillei","NONE","","Theretra latreillei","","",NA,"","","",NA,""
"1506",NA,"Thiafora nairovirus","NONE","","Thiafora nairovirus","","",NA,"","","",NA,""
"1507",NA,"Thiafora orthonairovirus","NONE","","Thiafora orthonairovirus","","",NA,"","","",NA,""
"1508",NA,"Thogoto thogotovirus","NONE","","Thogoto thogotovirus","","",NA,"","","",NA,""
"1509",NA,"Thorybes cincta","NONE","","Thorybes cincta","","",NA,"","","",NA,""
"1510",NA,"Thorybes dorantes","NONE","","Thorybes dorantes","","",NA,"","","",NA,""
"1511",NA,"Thorybes pseudocellus","NONE","","Thorybes pseudocellus","","",NA,"","","",NA,""
"1512",NA,"Thunbergia  alata","NONE","","Thunbergia  alata","","",NA,"","","",NA,""
"1513",NA,"Thyrococcum sirakoffii","NONE","","Thyrococcum sirakoffii","","",NA,"","","",NA,""
"1514",NA,"Thysaniezia ovilla","NONE","","Thysaniezia ovilla","","",NA,"","","",NA,""
"1515",NA,"Tibrogargan tibrovirus","NONE","","Tibrogargan tibrovirus","","",NA,"","","",NA,""
"1516",NA,"Tick-borne encephalitis virus","NONE","","Tick-borne encephalitis virus","","",NA,"","","",NA,""
"1517",NA,"Tilia cordata × platyphyllos","NONE","","Tilia cordata × platyphyllos","","",NA,"","","",NA,""
"1518",NA,"Timulla vagans","NONE","","Timulla vagans","","",NA,"","","",NA,""
"1519",NA,"Tiphia (Sierocolpa)","NONE","","Tiphia (Sierocolpa)","","",NA,"","","",NA,""
"1520",NA,"Tobacco ringspot virus","NONE","","Tobacco ringspot virus","","",NA,"","","",NA,""
"1521",NA,"Tomato aspermy virus","NONE","","Tomato aspermy virus","","",NA,"","","",NA,""
"1522",NA,"Tomato big bud phytoplasma (Tanzania)","NONE","","Tomato big bud phytoplasma (Tanzania)","","",NA,"","","",NA,""
"1523",NA,"Tomato black ring virus satellite RNA","NONE","","Tomato black ring virus satellite RNA","","",NA,"","","",NA,""
"1524",NA,"Tomato bushy stunt virus","NONE","","Tomato bushy stunt virus","","",NA,"","","",NA,""
"1525",NA,"Tomato leaf curl China virus - OX2","NONE","","Tomato leaf curl China virus - OX2","","",NA,"","","",NA,""
"1526",NA,"Tomato leaf curl New Delhi virus","NONE","","Tomato leaf curl New Delhi virus","","",NA,"","","",NA,""
"1527",NA,"Tomato leaf curl Virudhunagar alphasatellite","NONE","","Tomato leaf curl Virudhunagar alphasatellite","","",NA,"","","",NA,""
"1528",NA,"Torque teno virus","NONE","","Torque teno virus","","",NA,"","","",NA,""
"1529",NA,"Tortrix dinota","NONE","","Tortrix dinota","","",NA,"","","",NA,""
"1530",NA,"Tortrix flavescens","NONE","","Tortrix flavescens","","",NA,"","","",NA,""
"1531",NA,"Torula alnea","NONE","","Torula alnea","","",NA,"","","",NA,""
"1532",NA,"Torula conglutinata","NONE","","Torula conglutinata","","",NA,"","","",NA,""
"1533",NA,"Torula obducens","NONE","","Torula obducens","","",NA,"","","",NA,""
"1534",NA,"Torula rubi-idaei","NONE","","Torula rubi-idaei","","",NA,"","","",NA,""
"1535",NA,"Torula viticola","NONE","","Torula viticola","","",NA,"","","",NA,""
"1536",NA,"Trachys minuta","NONE","","Trachys minuta","","",NA,"","","",NA,""
"1537",NA,"Trematosphaeria pertusella","NONE","","Trematosphaeria pertusella","","",NA,"","","",NA,""
"1538",NA,"Tremella syringae","NONE","","Tremella syringae","","",NA,"","","",NA,""
"1539",NA,"Tremovirus A","NONE","","Tremovirus A","","",NA,"","","",NA,""
"1540",NA,"Triblidium caliciforme","NONE","","Triblidium caliciforme","","",NA,"","","",NA,""
"1541",NA,"Trichomonas foetus","NONE","","Trichomonas foetus","","",NA,"","","",NA,""
"1542",NA,"Trichophyton sp.","NONE","","Trichophyton sp.","","",NA,"","","",NA,""
"1543",NA,"TRICHOSOMA  =CAPILLARIA RETUSUM","NONE","","TRICHOSOMA  =CAPILLARIA RETUSUM","","",NA,"","","",NA,""
"1544",NA,"TRICHOSOMA  =CAPILLLARIA PAPILLOSA","NONE","","TRICHOSOMA  =CAPILLLARIA PAPILLOSA","","",NA,"","","",NA,""
"1545",NA,"TRICHOSOMA =CAPILLARIA QUADRIRADIATUS","NONE","","TRICHOSOMA =CAPILLARIA QUADRIRADIATUS","","",NA,"","","",NA,""
"1546",NA,"Trichosoma papillosa","NONE","","Trichosoma papillosa","","",NA,"","","",NA,""
"1547",NA,"Trichostongylus colubriformis","NONE","","Trichostongylus colubriformis","","",NA,"","","",NA,""
"1548",NA,"Trichostrongylus delicatus","NONE","","Trichostrongylus delicatus","","",NA,"","","",NA,""
"1549",NA,"Trichostrongylus extenuatus","NONE","","Trichostrongylus extenuatus","","",NA,"","","",NA,""
"1550",NA,"Trichostrongylus longispiculata","NONE","","Trichostrongylus longispiculata","","",NA,"","","",NA,""
"1551",NA,"Trichostrongylus longispiularis","NONE","","Trichostrongylus longispiularis","","",NA,"","","",NA,""
"1552",NA,"Trichstrongylus axei","NONE","","Trichstrongylus axei","","",NA,"","","",NA,""
"1553",NA,"Trifolium acris","NONE","","Trifolium acris","","",NA,"","","",NA,""
"1554",NA,"Tripleurospermum maritima","NONE","","Tripleurospermum maritima","","",NA,"","","",NA,""
"1555",NA,"Trisetacus alborum","NONE","","Trisetacus alborum","","",NA,"","","",NA,""
"1556",NA,"Trisetacus pseudotsugae","NONE","","Trisetacus pseudotsugae","","",NA,"","","",NA,""
"1557",NA,"Tritrichomonas muris","NONE","","Tritrichomonas muris","","",NA,"","","",NA,""
"1558",NA,"Trombidium muscorum","NONE","","Trombidium muscorum","","",NA,"","","",NA,""
"1559",NA,"Trubanaman virus","NONE","","Trubanaman virus","","",NA,"","","",NA,""
"1560",NA,"Trypanosoma congolense","NONE","","Trypanosoma congolense","","",NA,"","","",NA,""
"1561",NA,"Trypanosoma evansi","NONE","","Trypanosoma evansi","","",NA,"","","",NA,""
"1562",NA,"Trypanosoma gallinarum","NONE","","Trypanosoma gallinarum","","",NA,"","","",NA,""
"1563",NA,"Trypanosoma simiae","NONE","","Trypanosoma simiae","","",NA,"","","",NA,""
"1564",NA,"Trypanosoma vivax","NONE","","Trypanosoma vivax","","",NA,"","","",NA,""
"1565",NA,"Tubercularia aceris","NONE","","Tubercularia aceris","","",NA,"","","",NA,""
"1566",NA,"Tubercularia ailanthi","NONE","","Tubercularia ailanthi","","",NA,"","","",NA,""
"1567",NA,"Tubercularia endogena","NONE","","Tubercularia endogena","","",NA,"","","",NA,""
"1568",NA,"Tubercularia euonymi","NONE","","Tubercularia euonymi","","",NA,"","","",NA,""
"1569",NA,"Tubercularia fici","NONE","","Tubercularia fici","","",NA,"","","",NA,""
"1570",NA,"Tubercularia pruni","NONE","","Tubercularia pruni","","",NA,"","","",NA,""
"1571",NA,"Tubercularia pusilla","NONE","","Tubercularia pusilla","","",NA,"","","",NA,""
"1572",NA,"Tuckermannopsis platyphylla","NONE","","Tuckermannopsis platyphylla","","",NA,"","","",NA,""
"1573",NA,"Tulipa var.","NONE","","Tulipa var.","","",NA,"","","",NA,""
"1574",NA,"Type 2 ruminant rhadinovirus","NONE","","Type 2 ruminant rhadinovirus","","",NA,"","","",NA,""
"1575",NA,"Uleiota planata","NONE","","Uleiota planata","","",NA,"","","",NA,""
"1576",NA,"Ulex_minor","NONE","","Ulex_minor","","",NA,"","","",NA,""
"1577",NA,"Uncinula spiralis","NONE","","Uncinula spiralis","","",NA,"","","",NA,""
"1578",NA,"undetermined Cottoidei Lake Baikal","NONE","","undetermined Cottoidei Lake Baikal","","",NA,"","","",NA,""
"1579",NA,"Ungulate bocaparvovirus 1","NONE","","Ungulate bocaparvovirus 1","","",NA,"","","",NA,""
"1580",NA,"Ungulate bocaparvovirus 6","NONE","","Ungulate bocaparvovirus 6","","",NA,"","","",NA,""
"1581",NA,"Ungulate copiparvovirus 1","NONE","","Ungulate copiparvovirus 1","","",NA,"","","",NA,""
"1582",NA,"Ungulate copiparvovirus 5","NONE","","Ungulate copiparvovirus 5","","",NA,"","","",NA,""
"1583",NA,"Ungulate erythroparvovirus 1","NONE","","Ungulate erythroparvovirus 1","","",NA,"","","",NA,""
"1584",NA,"Ungulate protoparvovirus 1","NONE","","Ungulate protoparvovirus 1","","",NA,"","","",NA,""
"1585",NA,"Ungulate tetraparvovirus 1","NONE","","Ungulate tetraparvovirus 1","","",NA,"","","",NA,""
"1586",NA,"unidentified","NONE","","unidentified","","",NA,"","","",NA,""
"1587",NA,"unknown unknown","NONE","","unknown unknown","","",NA,"","","",NA,""
"1588",NA,"Upolu virus","NONE","","Upolu virus","","",NA,"","","",NA,""
"1589",NA,"UR2 sarcoma virus","NONE","","UR2 sarcoma virus","","",NA,"","","",NA,""
"1590",NA,"Uredo betulae","NONE","","Uredo betulae","","",NA,"","","",NA,""
"1591",NA,"Uredo vepris","NONE","","Uredo vepris","","",NA,"","","",NA,""
"1592",NA,"Usutu virus","NONE","","Usutu virus","","",NA,"","","",NA,""
"1593",NA,"Uukuniemi phlebovirus","NONE","","Uukuniemi phlebovirus","","",NA,"","","",NA,""
"1594",NA,"Uukuniemi uukuvirus","NONE","","Uukuniemi uukuvirus","","",NA,"","","",NA,""
"1595",NA,"Vaccinia virus","NONE","","Vaccinia virus","","",NA,"","","",NA,""
"1596",NA,"Vaccinium macrocarpon","NONE","","Vaccinium macrocarpon","","",NA,"","","",NA,""
"1597",NA,"Valsa pusio","NONE","","Valsa pusio","","",NA,"","","",NA,""
"1598",NA,"Valsa thujae","NONE","","Valsa thujae","","",NA,"","","",NA,""
"1599",NA,"Valsa venusta","NONE","","Valsa venusta","","",NA,"","","",NA,""
"1600",NA,"Varroa destructor virus","NONE","","Varroa destructor virus","","",NA,"","","",NA,""
"1601",NA,"Varroa destructor virus 1","NONE","","Varroa destructor virus 1","","",NA,"","","",NA,""
"1602",NA,"Varroa destructor virus 2","NONE","","Varroa destructor virus 2","","",NA,"","","",NA,""
"1603",NA,"Varroa destructor virus 3","NONE","","Varroa destructor virus 3","","",NA,"","","",NA,""
"1604",NA,"Varroa mite associated genomovirus 1","NONE","","Varroa mite associated genomovirus 1","","",NA,"","","",NA,""
"1605",NA,"Varroa mite associated virus 1","NONE","","Varroa mite associated virus 1","","",NA,"","","",NA,""
"1606",NA,"Varroa Tymo-like virus","NONE","","Varroa Tymo-like virus","","",NA,"","","",NA,""
"1607",NA,"Velasquezotrema tripurensis","NONE","","Velasquezotrema tripurensis","","",NA,"","","",NA,""
"1608",NA,"Venezuelan equine encephalitis virus","NONE","","Venezuelan equine encephalitis virus","","",NA,"","","",NA,""
"1609",NA,"Venturia pirina","NONE","","Venturia pirina","","",NA,"","","",NA,""
"1610",NA,"Vermicularia carpogena","NONE","","Vermicularia carpogena","","",NA,"","","",NA,""
"1611",NA,"Vermicularia effusa","NONE","","Vermicularia effusa","","",NA,"","","",NA,""
"1612",NA,"Vermicularia liliaceorum","NONE","","Vermicularia liliaceorum","","",NA,"","","",NA,""
"1613",NA,"Vermicularia petiolorum","NONE","","Vermicularia petiolorum","","",NA,"","","",NA,""
"1614",NA,"Veronicastrum virgnicum","NONE","","Veronicastrum virgnicum","","",NA,"","","",NA,""
"1615",NA,"Vesicular exanthema of swine virus","NONE","","Vesicular exanthema of swine virus","","",NA,"","","",NA,""
"1616",NA,"Vesicular stomatitis Indiana virus","NONE","","Vesicular stomatitis Indiana virus","","",NA,"","","",NA,""
"1617",NA,"Vesicular stomatitis New Jersey virus","NONE","","Vesicular stomatitis New Jersey virus","","",NA,"","","",NA,""
"1618",NA,"Vesicular stomatitis virus","NONE","","Vesicular stomatitis virus","","",NA,"","","",NA,""
"1619",NA,"Viguiera dicrurusi","NONE","","Viguiera dicrurusi","","",NA,"","","",NA,""
"1620",NA,"Vinegar Hill orthonairovirus","NONE","","Vinegar Hill orthonairovirus","","",NA,"","","",NA,""
"1621",NA,"Virus","NONE","","Virus","","",NA,"","","",NA,""
"1622",NA,"Visna-maedi virus","NONE","","Visna-maedi virus","","",NA,"","","",NA,""
"1623",NA,"Vitis labrusca x Vitis vinifera","NONE","","Vitis labrusca x Vitis vinifera","","",NA,"","","",NA,""
"1624",NA,"Vitis sp.","NONE","","Vitis sp.","","",NA,"","","",NA,""
"1625",NA,"Volucella bombylans-cmplx","NONE","","Volucella bombylans-cmplx","","",NA,"","","",NA,""
"1626",NA,"Volutella fructus","NONE","","Volutella fructus","","",NA,"","","",NA,""
"1627",NA,"Wad Medani virus","NONE","","Wad Medani virus","","",NA,"","","",NA,""
"1628",NA,"Watermelon mosaic virus","NONE","","Watermelon mosaic virus","","",NA,"","","",NA,""
"1629",NA,"Wesselsbron virus","NONE","","Wesselsbron virus","","",NA,"","","",NA,""
