"","sourceSpeciesName","sourcePhylum","sourceKingdom","interactionType","targetSpeciesName","targetPhylum","targetKingdom"
"21287","Strobilurus albipilatus","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Charophyta","Plantae"
"21288","Nidula niveotomentosa","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"21289","Nidula candida","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"21290","Cystoderma amianthinum","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Pinophyta","Plantae"
"21291","Lycoperdon echinatum","Basidiomycota","Fungi","interactsWith","Quercus robur","Tracheophyta","Plantae"
"21292","Coprinopsis xenobia","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21293","Coprinopsis pseudofriesii","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21294","Coprinopsis pachysperma","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21295","Coprinopsis pseudonivea","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21296","Psilocybe subcoprophila","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21297","Hymenogaster vulgaris","Basidiomycota","Fungi","interactsWith","Castanea sativa","Tracheophyta","Plantae"
"21298","Tricholoma acerbum","Basidiomycota","Fungi","symbiontOf","Castanea sativa","Tracheophyta","Plantae"
"21299","Tricholoma focale","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Pinophyta","Plantae"
"21300","Lachnella alboviolascens","Basidiomycota","Fungi","eats","Angelica sylvestris","Tracheophyta","Plantae"
"21301","Lachnella alboviolascens","Basidiomycota","Fungi","adjacentTo","Vitis vinifera","Tracheophyta","Plantae"
"21302","Lachnella villosa","Basidiomycota","Fungi","interactsWith","Angelica sylvestris","Tracheophyta","Plantae"
"21303","Lachnella villosa","Basidiomycota","Fungi","hasHost","Symphoricarpos albus","Tracheophyta","Plantae"
"21304","Lachnella villosa","Basidiomycota","Fungi","eats","Angelica sylvestris","Tracheophyta","Plantae"
"21305","Volvariella caesiotincta","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"21306","Pluteus hispidulus","Basidiomycota","Fungi","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
"21307","Pluteus diettrichii","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21308","Pluteus satur","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21309","Pluteus chrysophaeus","Basidiomycota","Fungi","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
"21310","Pluteus salicinus","Basidiomycota","Fungi","eats","Carpinus betulus","Tracheophyta","Plantae"
"21311","Pluteus thomsonii","Basidiomycota","Fungi","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
"21312","Pluteus aurantiorugosus","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21313","Schizophyllum commune","Basidiomycota","Fungi","pathogenOf","Prunus cerasus","Tracheophyta","Plantae"
"21314","Schizophyllum commune","Basidiomycota","Fungi","interactsWith","Fagus sylvatica","Tracheophyta","Plantae"
"21315","Schizophyllum commune","Basidiomycota","Fungi","interactsWith","Alnus glutinosa","Tracheophyta","Plantae"
"21316","Schizophyllum commune","Basidiomycota","Fungi","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
"21317","Schizophyllum commune","Basidiomycota","Fungi","eats","Prunus avium","Tracheophyta","Plantae"
"21318","Schizophyllum commune","Basidiomycota","Fungi","eats","Bos taurus","Chordata","Animalia"
"21319","Crepidotus calolepis","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21320","Crepidotus cinnabarinus","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21321","Crepidotus mollis","Basidiomycota","Fungi","interactsWith","Fraxinus excelsior","Tracheophyta","Plantae"
"21322","Crepidotus caspari","Basidiomycota","Fungi","interactsWith","Acer pseudoplatanus","Tracheophyta","Plantae"
"21323","Crepidotus lundellii","Basidiomycota","Fungi","hasHost","Salix alba","Tracheophyta","Plantae"
"21324","Tubaria romagnesiana","Basidiomycota","Fungi","interactsWith","Bos taurus","Chordata","Animalia"
"21325","Amanita phalloides","Basidiomycota","Fungi","interactsWith","Fagus sylvatica","Tracheophyta","Plantae"
"21326","Amanita virosa","Basidiomycota","Fungi","symbiontOf","Castanea sativa","Tracheophyta","Plantae"
"21327","Coniophora puteana","Basidiomycota","Fungi","adjacentTo","Fagus sylvatica","Charophyta","Plantae"
"21328","Melanogaster ambiguus","Basidiomycota","Fungi","eats","Castanea sativa","Tracheophyta","Plantae"
"21329","Paxillus involutus","Basidiomycota","Fungi","symbiontOf","Castanea sativa","Tracheophyta","Plantae"
"21330","Serpula lacrymans","Basidiomycota","Fungi","hasHost","Pseudotsuga menziesii","Tracheophyta","Plantae"
"21331","Serpula himantioides","Basidiomycota","Fungi","eats","Pseudotsuga menziesii","Tracheophyta","Plantae"
"21332","Dictyonema thelephora","Basidiomycota","Fungi","coOccursWith","Quercus humboldtii","Tracheophyta","Plantae"
"21333","Oxyporus latemarginatus","Basidiomycota","","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
"21334","Oxyporus corticola","Basidiomycota","Fungi","pathogenOf","Prunus cerasus","Tracheophyta","Plantae"
"21335","Oxyporus obducens","Basidiomycota","Fungi","eats","Acer pseudoplatanus","Tracheophyta","Plantae"
